Unnamed: 0,Close,Open,High,Low,Oi,Volume
2010-02-08,4946.615265999999,4946.615265999999,4946.615265999999,4946.615265999999,2243164.0,9211738.0
2010-02-09,4862.388099999998,4862.388099999998,4862.388099999998,4862.388099999998,2268334.0,9089318.0
2010-02-10,4834.098310999998,4834.098310999998,4834.098310999998,4834.098310999998,2306902.0,8645684.0
2010-02-11,4834.934156999998,4834.934156999998,4834.934156999998,4834.934156999998,2241934.0,7629536.0
2010-02-12,4836.456535999998,4836.456535999998,4836.456535999998,4836.456535999998,2230432.0,7868672.0
2010-02-22,4856.456535999998,4856.456535999998,4856.456535999998,4856.456535999998,2203820.0,7597496.0
2010-02-23,4864.704421999997,4864.704421999997,4864.704421999997,4864.704421999997,2081234.0,6340864.0
2010-02-24,4860.920558999997,4860.920558999997,4860.920558999997,4860.920558999997,2275066.0,7825380.0
2010-02-25,4865.7650749999975,4865.7650749999975,4865.7650749999975,4865.7650749999975,2213612.0,8066710.0
2010-02-26,4786.917300999999,4786.917300999999,4786.917300999999,4786.917300999999,2131774.0,8177483.0
2010-03-01,4788.462691999998,4788.462691999998,4788.462691999998,4788.462691999998,2213660.0,8850755.0
2010-03-02,4773.201832999998,4773.201832999998,4773.201832999998,4773.201832999998,2153144.0,9125156.0
2010-03-03,4773.201832999998,4773.201832999998,4773.201832999998,4773.201832999998,2124080.0,8642366.0
2010-03-04,4684.068229999998,4684.068229999998,4684.068229999998,4684.068229999998,2091194.0,8702972.0
2010-03-05,4698.419304999998,4698.419304999998,4698.419304999998,4698.419304999998,2097004.0,9605076.0
2010-03-08,4641.177541999998,4641.177541999998,4641.177541999998,4641.177541999998,2063070.0,9740194.0
2010-03-09,4668.221887999997,4668.221887999997,4668.221887999997,4668.221887999997,2049680.0,10839046.0
2010-03-10,4667.370008999997,4667.370008999997,4667.370008999997,4667.370008999997,2091214.0,10350978.0
2010-03-11,4622.999372999997,4622.999372999997,4622.999372999997,4622.999372999997,1857002.0,12634298.0
2010-03-12,4653.255733999997,4653.255733999997,4653.255733999997,4653.255733999997,1896156.0,12860162.0
2010-03-15,4660.865269999997,4660.865269999997,4660.865269999997,4660.865269999997,1890370.0,13019618.0
2010-03-16,4627.7753049999965,4627.7753049999965,4627.7753049999965,4627.7753049999965,1968522.0,14516236.0
2010-03-17,4626.881084999996,4626.881084999996,4626.881084999996,4626.881084999996,1928476.0,14196054.0
2010-03-18,4619.563860999997,4619.563860999997,4619.563860999997,4619.563860999997,1930552.0,13308042.0
2010-03-19,4628.478044999997,4628.478044999997,4628.478044999997,4628.478044999997,1886174.0,13120410.0
2010-03-22,4644.2596289999965,4644.2596289999965,4644.2596289999965,4644.2596289999965,1914716.0,12862188.0
2010-03-23,4656.631456999996,4656.631456999996,4656.631456999996,4656.631456999996,1888758.0,12788858.0
2010-03-24,4655.818431999996,4655.818431999996,4655.818431999996,4655.818431999996,1868624.0,12657656.0
2010-03-25,4661.724568999996,4661.724568999996,4661.724568999996,4661.724568999996,1866108.0,12607584.0
2010-03-26,4666.282862999997,4666.282862999997,4666.282862999997,4666.282862999997,1877308.0,12775198.0
2010-03-29,4710.199037999997,4710.199037999997,4710.199037999997,4710.199037999997,1890068.0,13006826.0
2010-03-30,4703.927386999996,4703.927386999996,4703.927386999996,4703.927386999996,1935456.0,13084312.0
2010-03-31,4606.938414999996,4606.938414999996,4606.938414999996,4606.938414999996,1957758.0,13063910.0
2010-04-01,4603.018632999996,4603.018632999996,4603.018632999996,4603.018632999996,1960238.0,12772516.0
2010-04-02,4613.649245999995,4613.649245999995,4613.649245999995,4613.649245999995,1953288.0,12711244.0
2010-04-06,4615.1411759999955,4615.1411759999955,4615.1411759999955,4615.1411759999955,1824660.0,11397400.0
2010-04-07,4548.5290819999955,4548.5290819999955,4548.5290819999955,4548.5290819999955,1886986.0,11697538.0
2010-04-08,4599.6779709999955,4599.6779709999955,4599.6779709999955,4599.6779709999955,1988562.0,11071458.0
2010-04-09,4649.652983999997,4649.652983999997,4649.652983999997,4649.652983999997,1954998.0,11185906.0
2010-04-12,4653.382809999996,4653.382809999996,4653.382809999996,4653.382809999996,1865146.0,11752264.0
2010-04-13,4594.292411999997,4594.292411999997,4594.292411999997,4594.292411999997,1949864.0,12818626.0
2010-04-14,4596.562729999997,4596.562729999997,4596.562729999997,4596.562729999997,2000462.0,12794296.0
2010-04-15,4585.588377999997,4585.588377999997,4585.588377999997,4585.588377999997,1969268.0,12096648.0
2010-04-16,4561.951311999997,4561.951311999997,4561.951311999997,4561.951311999997,1863060.0,12317926.0
2010-04-19,4561.107130999997,4561.107130999997,4561.107130999997,4561.107130999997,1732142.0,11147736.0
2010-04-20,4541.062793999998,4541.062793999998,4541.062793999998,4541.062793999998,1678198.0,11059386.0
2010-04-21,4576.919959999997,4576.919959999997,4576.919959999997,4576.919959999997,1879038.0,13565764.0
2010-04-22,4590.456763999997,4590.456763999997,4590.456763999997,4590.456763999997,1695946.0,12546088.0
2010-04-23,4594.927860999997,4594.927860999997,4594.927860999997,4594.927860999997,1611756.0,13218920.0
2010-04-26,4697.917929999997,4697.917929999997,4697.917929999997,4697.917929999997,1907104.0,14305274.0
2010-04-27,4687.261274999997,4687.261274999997,4687.261274999997,4687.261274999997,1939132.0,13946878.0
2010-04-28,4681.342747999996,4681.342747999996,4681.342747999996,4681.342747999996,1950554.0,13905114.0
2010-04-29,4665.278171999997,4665.278171999997,4665.278171999997,4665.278171999997,1928534.0,13765486.0
2010-04-30,4659.553994999997,4659.553994999997,4659.553994999997,4659.553994999997,1912348.0,13685794.0
2010-05-04,4712.2078429999965,4712.2078429999965,4712.2078429999965,4712.2078429999965,1930676.0,13530118.0
2010-05-05,4721.508386999996,4721.508386999996,4721.508386999996,4721.508386999996,1881846.0,13571054.0
2010-05-06,4652.8182709999965,4652.8182709999965,4652.8182709999965,4652.8182709999965,1906078.0,13748290.0
2010-05-07,4674.007905999997,4674.007905999997,4674.007905999997,4674.007905999997,1996402.0,13494144.0
2010-05-10,4715.032546999997,4715.032546999997,4715.032546999997,4715.032546999997,2036086.0,13841072.0
2010-05-11,4666.144729999996,4666.144729999996,4666.144729999996,4666.144729999996,2230328.0,14273020.0
2010-05-12,4669.128590999996,4669.128590999996,4669.128590999996,4669.128590999996,2174370.0,16036228.0
2010-05-13,4674.190993999996,4674.190993999996,4674.190993999996,4674.190993999996,2190832.0,15960152.0
2010-05-14,4709.050708999996,4709.050708999996,4709.050708999996,4709.050708999996,2175052.0,16221686.0
2010-05-17,4725.146656999996,4725.146656999996,4725.146656999996,4725.146656999996,2116658.0,15864942.0
2010-05-18,4807.503427999996,4807.503427999996,4807.503427999996,4807.503427999996,2182180.0,16012132.0
2010-05-19,4823.248104999997,4823.248104999997,4823.248104999997,4823.248104999997,2109440.0,15762712.0
2010-05-20,4866.848747999997,4866.848747999997,4866.848747999997,4866.848747999997,2109438.0,14943880.0
2010-05-21,4851.239962999997,4851.239962999997,4851.239962999997,4851.239962999997,2073234.0,16671932.0
2010-05-24,4855.305086999997,4855.305086999997,4855.305086999997,4855.305086999997,2096704.0,16965066.0
2010-05-25,4836.268140999997,4836.268140999997,4836.268140999997,4836.268140999997,2211238.0,17878462.0
2010-05-26,4828.974718999996,4828.974718999996,4828.974718999996,4828.974718999996,2298888.0,17111038.0
2010-05-27,4816.527484999996,4816.527484999996,4816.527484999996,4816.527484999996,2348882.0,19203434.0
2010-05-28,4791.822990999996,4791.822990999996,4791.822990999996,4791.822990999996,2308514.0,19488990.0
2010-05-31,4768.419296999997,4768.419296999997,4768.419296999997,4768.419296999997,2257958.0,19470826.0
2010-06-01,4777.553571999997,4777.553571999997,4777.553571999997,4777.553571999997,2157478.0,19048144.0
2010-06-02,4804.380151999997,4804.380151999997,4804.380151999997,4804.380151999997,2239304.0,19961502.0
2010-06-03,4814.414369999998,4814.414369999998,4814.414369999998,4814.414369999998,2200470.0,19627126.0
2010-06-04,4755.395892999997,4755.395892999997,4755.395892999997,4755.395892999997,2389228.0,21266136.0
2010-06-07,4755.395892999997,4755.395892999997,4755.395892999997,4755.395892999997,2304722.0,21813988.0
2010-06-08,4764.177239999997,4764.177239999997,4764.177239999997,4764.177239999997,2282938.0,19625480.0
2010-06-09,4772.281042999997,4772.281042999997,4772.281042999997,4772.281042999997,2328896.0,21525608.0
2010-06-10,4746.9556159999975,4746.9556159999975,4746.9556159999975,4746.9556159999975,2311604.0,21152194.0
2010-06-11,4719.516285999997,4719.516285999997,4719.516285999997,4719.516285999997,2273634.0,20573050.0
2010-06-17,4706.016543999997,4706.016543999997,4706.016543999997,4706.016543999997,2296400.0,20857068.0
2010-06-18,4760.1535989999975,4760.1535989999975,4760.1535989999975,4760.1535989999975,2674790.0,21244264.0
2010-06-21,4752.523168999997,4752.523168999997,4752.523168999997,4752.523168999997,2684560.0,19662184.0
2010-06-22,4773.712803999997,4773.712803999997,4773.712803999997,4773.712803999997,2774884.0,19408038.0
2010-06-23,4772.899778999998,4772.899778999998,4772.899778999998,4772.899778999998,2754750.0,19276836.0
2010-06-24,4823.769310999998,4823.769310999998,4823.769310999998,4823.769310999998,2760137.0,19328715.0
2010-06-25,4851.627279999999,4851.627279999999,4851.627279999999,4851.627279999999,2789381.0,19641419.0
2010-06-28,4878.268916999999,4878.268916999999,4878.268916999999,4878.268916999999,2702161.0,20758877.0
2010-06-29,4871.6792049999995,4871.6792049999995,4871.6792049999995,4871.6792049999995,2781985.0,19866393.0
2010-06-30,4868.588421999999,4868.588421999999,4868.588421999999,4868.588421999999,2700963.0,18296173.0
2010-07-01,4868.588421999999,4868.588421999999,4868.588421999999,4868.588421999999,2959317.0,18585321.0
2010-07-02,4870.156333999999,4870.156333999999,4870.156333999999,4870.156333999999,2950903.0,18536683.0
2010-07-05,4800.933499999999,4800.933499999999,4800.933499999999,4800.933499999999,3084789.0,19465075.0
2010-07-06,4739.308294999999,4739.308294999999,4739.308294999999,4739.308294999999,3092531.0,19268959.0
2010-07-07,4757.339289999998,4757.339289999998,4757.339289999998,4757.339289999998,3019861.0,19367935.0
2010-07-08,4682.925337999997,4682.925337999997,4682.925337999997,4682.925337999997,2926911.0,19256543.0
2010-07-09,4693.9997669999975,4693.9997669999975,4693.9997669999975,4693.9997669999975,2937773.0,19885853.0
2010-07-12,4698.459418999998,4698.459418999998,4698.459418999998,4698.459418999998,2783963.0,20455343.0
2010-07-13,4690.655026999997,4690.655026999997,4690.655026999997,4690.655026999997,2790755.0,19222101.0
2010-07-14,4736.240794999997,4736.240794999997,4736.240794999997,4736.240794999997,2912849.0,19131989.0
2010-07-15,4728.513838999997,4728.513838999997,4728.513838999997,4728.513838999997,3141779.0,19808019.0
2010-07-16,4719.489302999997,4719.489302999997,4719.489302999997,4719.489302999997,3221509.0,17837663.0
2010-07-19,4717.969871999996,4717.969871999996,4717.969871999996,4717.969871999996,3261261.0,17099673.0
2010-07-20,4699.920799999996,4699.920799999996,4699.920799999996,4699.920799999996,3177601.0,17073349.0
2010-07-21,4708.702146999996,4708.702146999996,4708.702146999996,4708.702146999996,3155817.0,14884841.0
2010-07-22,4712.410163999995,4712.410163999995,4712.410163999995,4712.410163999995,3110335.0,14196375.0
2010-07-23,4699.401765999995,4699.401765999995,4699.401765999995,4699.401765999995,3071063.0,14279401.0
2010-07-26,4698.588740999996,4698.588740999996,4698.588740999996,4698.588740999996,3050929.0,14148199.0
2010-07-27,4723.562238999995,4723.562238999995,4723.562238999995,4723.562238999995,2937751.0,14403217.0
2010-07-28,4738.959464999995,4738.959464999995,4738.959464999995,4738.959464999995,3056683.0,15106437.0
2010-07-29,4731.543429999996,4731.543429999996,4731.543429999996,4731.543429999996,2910643.0,13282589.0
2010-07-30,4693.918397999996,4693.918397999996,4693.918397999996,4693.918397999996,2957949.0,13889839.0
2010-08-02,4699.109621999996,4699.109621999996,4699.109621999996,4699.109621999996,2754469.0,12741445.0
2010-08-03,4706.427410999996,4706.427410999996,4706.427410999996,4706.427410999996,2824073.0,12592055.0
2010-08-04,4725.940007999996,4725.940007999996,4725.940007999996,4725.940007999996,2971461.0,13261975.0
2010-08-05,4714.610600999996,4714.610600999996,4714.610600999996,4714.610600999996,2977115.0,12866857.0
2010-08-06,4708.642879999996,4708.642879999996,4708.642879999996,4708.642879999996,2969133.0,12775065.0
2010-08-09,4708.642879999996,4708.642879999996,4708.642879999996,4708.642879999996,2948161.0,12749639.0
2010-08-10,4707.890834999996,4707.890834999996,4707.890834999996,4707.890834999996,3015621.0,12160281.0
2010-08-11,4684.364087999996,4684.364087999996,4684.364087999996,4684.364087999996,3020487.0,11627523.0
2010-08-12,4683.469868999996,4683.469868999996,4683.469868999996,4683.469868999996,2858579.0,11058981.0
2010-08-13,4678.060999999996,4678.060999999996,4678.060999999996,4678.060999999996,2862409.0,9496583.0
2010-08-16,4712.033889999995,4712.033889999995,4712.033889999995,4712.033889999995,2940721.0,9136195.0
2010-08-17,4745.513162999994,4745.513162999994,4745.513162999994,4745.513162999994,2987559.0,8585933.0
2010-08-18,4778.436217999994,4778.436217999994,4778.436217999994,4778.436217999994,3125083.0,7513351.0
2010-08-19,4757.991118999995,4757.991118999995,4757.991118999995,4757.991118999995,3129419.0,7093363.0
2010-08-20,4745.543884999995,4745.543884999995,4745.543884999995,4745.543884999995,3179413.0,9185759.0
2010-08-23,4776.065603999996,4776.065603999996,4776.065603999996,4776.065603999996,3211599.0,9792985.0
2010-08-24,4779.929081999996,4779.929081999996,4779.929081999996,4779.929081999996,3304071.0,10052879.0
2010-08-25,4823.529724999996,4823.529724999996,4823.529724999996,4823.529724999996,3304069.0,9234047.0
2010-08-26,4842.605798999996,4842.605798999996,4842.605798999996,4842.605798999996,3323567.0,8975966.0
2010-08-27,4895.872549999996,4895.872549999996,4895.872549999996,4895.872549999996,3307319.0,8994856.0
2010-08-30,5011.603501999996,5011.603501999996,5011.603501999996,5011.603501999996,2976757.0,10339434.0
2010-08-31,5010.871722999997,5010.871722999997,5010.871722999997,5010.871722999997,2735981.0,9857788.0
2010-09-01,5014.216461999997,5014.216461999997,5014.216461999997,5014.216461999997,2709221.0,8656162.0
2010-09-02,5017.255324999997,5017.255324999997,5017.255324999997,5017.255324999997,2732183.0,6091978.0
2010-09-03,5018.016513999997,5018.016513999997,5018.016513999997,5018.016513999997,2787567.0,6945246.0
2010-09-06,5041.446601999997,5041.446601999997,5041.446601999997,5041.446601999997,2728443.0,6738380.0
2010-09-07,5010.652151999997,5010.652151999997,5010.652151999997,5010.652151999997,2778727.0,4831796.0
2010-09-08,5100.604362999997,5100.604362999997,5100.604362999997,5100.604362999997,3029563.0,7669706.0
2010-09-09,5105.795586999997,5105.795586999997,5105.795586999997,5105.795586999997,2826083.0,6521312.0
2010-09-10,5064.021537999997,5064.021537999997,5064.021537999997,5064.021537999997,3155057.0,7386654.0
2010-09-13,5114.1723109999975,5114.1723109999975,5114.1723109999975,5114.1723109999975,3126553.0,7416132.0
2010-09-14,5094.999467999998,5094.999467999998,5094.999467999998,5094.999467999998,3118415.0,7577050.0
2010-09-15,5087.7060459999975,5087.7060459999975,5087.7060459999975,5087.7060459999975,3206065.0,6809626.0
2010-09-16,5077.483496999997,5077.483496999997,5077.483496999997,5077.483496999997,3230025.0,5993272.0
2010-09-17,5052.445354999997,5052.445354999997,5052.445354999997,5052.445354999997,2928847.0,6103550.0
2010-09-20,5025.445354999997,5025.445354999997,5025.445354999997,5025.445354999997,2890877.0,5427466.0
2010-09-21,5011.668889999997,5011.668889999997,5011.668889999997,5011.668889999997,2799975.0,8286472.0
2010-09-27,5014.596004999998,5014.596004999998,5014.596004999998,5014.596004999998,2742401.0,6161352.0
2010-09-28,4988.440252999997,4988.440252999997,4988.440252999997,4988.440252999997,2851467.0,6316274.0
2010-09-29,4981.286497999997,4981.286497999997,4981.286497999997,4981.286497999997,2737051.0,5770368.0
2010-09-30,4926.382445999998,4926.382445999998,4926.382445999998,4926.382445999998,2744715.0,6036764.0
2010-10-08,4939.241439999998,4939.241439999998,4939.241439999998,4939.241439999998,2716675.0,5845360.0
2010-10-11,5058.064497999998,5058.064497999998,5058.064497999998,5058.064497999998,2184983.0,12518946.0
2010-10-12,5153.456938999998,5153.456938999998,5153.456938999998,5153.456938999998,2969481.0,14180732.0
2010-10-13,5136.717302999998,5136.717302999998,5136.717302999998,5136.717302999998,2788399.0,13680198.0
2010-10-14,5114.309131999998,5114.309131999998,5114.309131999998,5114.309131999998,2764923.0,13051636.0
2010-10-15,5121.9186679999975,5121.9186679999975,5121.9186679999975,5121.9186679999975,2759137.0,13211092.0
2010-10-18,5042.501400999998,5042.501400999998,5042.501400999998,5042.501400999998,2985285.0,12777608.0
2010-10-19,5052.314274999998,5052.314274999998,5052.314274999998,5052.314274999998,2968467.0,12771312.0
2010-10-20,5124.510563999997,5124.510563999997,5124.510563999997,5124.510563999997,2866039.0,14614108.0
2010-10-21,5095.363508999997,5095.363508999997,5095.363508999997,5095.363508999997,2901103.0,14802788.0
2010-10-22,5129.757116999997,5129.757116999997,5129.757116999997,5129.757116999997,3075027.0,16735214.0
2010-10-25,5092.141100999997,5092.141100999997,5092.141100999997,5092.141100999997,3134317.0,17022024.0
2010-10-26,5121.655234999997,5121.655234999997,5121.655234999997,5121.655234999997,3236663.0,17672630.0
2010-10-27,5125.037250999997,5125.037250999997,5125.037250999997,5125.037250999997,3251095.0,17507020.0
2010-10-28,5132.359152999998,5132.359152999998,5132.359152999998,5132.359152999998,3241987.0,16878412.0
2010-10-29,5173.383793999998,5173.383793999998,5173.383793999998,5173.383793999998,3281671.0,17225340.0
2010-11-01,5178.019966999997,5178.019966999997,5178.019966999997,5178.019966999997,3195929.0,19166994.0
2010-11-02,5173.629293999998,5173.629293999998,5173.629293999998,5173.629293999998,3120723.0,18987182.0
2010-11-03,5164.634159999998,5164.634159999998,5164.634159999998,5164.634159999998,3127393.0,19013412.0
2010-11-04,5166.904477999998,5166.904477999998,5166.904477999998,5166.904477999998,3091195.0,19089920.0
2010-11-05,5202.513150999998,5202.513150999998,5202.513150999998,5202.513150999998,3102535.0,19137490.0
2010-11-08,5223.826460999999,5223.826460999999,5223.826460999999,5223.826460999999,2891779.0,19457092.0
2010-11-09,5211.454632999999,5211.454632999999,5211.454632999999,5211.454632999999,2863803.0,19901004.0
2010-11-10,5198.041342999999,5198.041342999999,5198.041342999999,5198.041342999999,2872303.0,20475462.0
2010-11-11,5245.037147999999,5245.037147999999,5245.037147999999,5245.037147999999,2870891.0,24103752.0
2010-11-12,5158.759351999999,5158.759351999999,5158.759351999999,5158.759351999999,2745459.0,24989658.0
2010-11-15,5154.813956999999,5154.813956999999,5154.813956999999,5154.813956999999,2730310.0,24839707.0
2010-11-16,5205.392669999999,5205.392669999999,5205.392669999999,5205.392669999999,2782580.0,25502581.0
2010-11-17,5223.787129999999,5223.787129999999,5223.787129999999,5223.787129999999,2749802.0,25558157.0
2010-11-18,5225.444344,5225.444344,5225.444344,5225.444344,2686450.0,25795169.0
2010-11-19,5215.199439999999,5215.199439999999,5215.199439999999,5215.199439999999,2584364.0,23277677.0
2010-11-22,5229.101010999999,5229.101010999999,5229.101010999999,5229.101010999999,2559022.0,23279075.0
2010-11-23,5243.274348999999,5243.274348999999,5243.274348999999,5243.274348999999,2554840.0,23686893.0
2010-11-24,5158.323511999999,5158.323511999999,5158.323511999999,5158.323511999999,2462172.0,23195789.0
2010-11-25,5160.895309999998,5160.895309999998,5160.895309999998,5160.895309999998,2447262.0,23278129.0
2010-11-26,5163.133205999999,5163.133205999999,5163.133205999999,5163.133205999999,2512348.0,20814399.0
2010-11-29,5163.133205999999,5163.133205999999,5163.133205999999,5163.133205999999,2419446.0,20061105.0
2010-11-30,5071.133205999999,5071.133205999999,5071.133205999999,5071.133205999999,2368422.0,20346505.0
2010-12-01,5101.137526999999,5101.137526999999,5101.137526999999,5101.137526999999,2312614.0,20242265.0
2010-12-02,5119.5319869999985,5119.5319869999985,5119.5319869999985,5119.5319869999985,2279836.0,20297841.0
2010-12-03,5131.796031999998,5131.796031999998,5131.796031999998,5131.796031999998,2276452.0,20719743.0
2010-12-06,5047.459998999999,5047.459998999999,5047.459998999999,5047.459998999999,2683334.0,22921601.0
2010-12-07,5044.207899999999,5044.207899999999,5044.207899999999,5044.207899999999,2719814.0,22723395.0
2010-12-08,5034.689426999999,5034.689426999999,5034.689426999999,5034.689426999999,2775032.0,22753097.0
2010-12-09,4994.916286999999,4994.916286999999,4994.916286999999,4994.916286999999,2851362.0,22999621.0
2010-12-10,5095.3541049999985,5095.3541049999985,5095.3541049999985,5095.3541049999985,3710602.0,25702029.0
2010-12-13,5092.723841999999,5092.723841999999,5092.723841999999,5092.723841999999,3647722.0,25879649.0
2010-12-14,5097.010173999999,5097.010173999999,5097.010173999999,5097.010173999999,3647298.0,25221245.0
2010-12-15,5073.596996999999,5073.596996999999,5073.596996999999,5073.596996999999,3638364.0,24123023.0
2010-12-16,5050.596996999999,5050.596996999999,5050.596996999999,5050.596996999999,3660918.0,24463671.0
2010-12-17,5028.716729999998,5028.716729999998,5028.716729999998,5028.716729999998,3471450.0,24065135.0
2010-12-20,5033.9384869999985,5033.9384869999985,5033.9384869999985,5033.9384869999985,3404808.0,24443297.0
2010-12-21,5033.9384869999985,5033.9384869999985,5033.9384869999985,5033.9384869999985,3354034.0,24567025.0
2010-12-22,5076.305186999999,5076.305186999999,5076.305186999999,5076.305186999999,3227726.0,25768619.0
2010-12-23,5099.716317999999,5099.716317999999,5099.716317999999,5099.716317999999,3216400.0,25873789.0
2010-12-24,5121.260102999999,5121.260102999999,5121.260102999999,5121.260102999999,3232276.0,26296213.0
2010-12-27,5042.905188999999,5042.905188999999,5042.905188999999,5042.905188999999,3487684.0,26419449.0
2010-12-28,5098.861673999999,5098.861673999999,5098.861673999999,5098.861673999999,3546358.0,27026119.0
2010-12-29,5096.408455999999,5096.408455999999,5096.408455999999,5096.408455999999,3536230.0,26978711.0
2010-12-30,5083.229030999999,5083.229030999999,5083.229030999999,5083.229030999999,3492976.0,26029317.0
2010-12-31,5081.514497999999,5081.514497999999,5081.514497999999,5081.514497999999,3412912.0,25976423.0
2011-01-04,5129.219728999999,5129.219728999999,5129.219728999999,5129.219728999999,3392320.0,25881527.0
2011-01-05,5154.718682999998,5154.718682999998,5154.718682999998,5154.718682999998,3409690.0,27194755.0
2011-01-06,5186.399200999998,5186.399200999998,5186.399200999998,5186.399200999998,3363246.0,28388175.0
2011-01-07,5216.501856999998,5216.501856999998,5216.501856999998,5216.501856999998,3386284.0,28179669.0
2011-01-10,5243.501856999998,5243.501856999998,5243.501856999998,5243.501856999998,3390026.0,28051021.0
2011-01-11,5244.353735999998,5244.353735999998,5244.353735999998,5244.353735999998,3396836.0,27503279.0
2011-01-12,5295.353735999998,5295.353735999998,5295.353735999998,5295.353735999998,3435760.0,28137341.0
2011-01-13,5344.841049999998,5344.841049999998,5344.841049999998,5344.841049999998,3345718.0,27171631.0
2011-01-14,5361.386032999998,5361.386032999998,5361.386032999998,5361.386032999998,3276292.0,25191167.0
2011-01-17,5350.196555999998,5350.196555999998,5350.196555999998,5350.196555999998,3299748.0,24638151.0
2011-01-18,5367.369084999998,5367.369084999998,5367.369084999998,5367.369084999998,3281782.0,24642979.0
2011-01-19,5363.226048999999,5363.226048999999,5363.226048999999,5363.226048999999,3299920.0,23803335.0
2011-01-20,5337.952754999999,5337.952754999999,5337.952754999999,5337.952754999999,3273032.0,23678651.0
2011-01-21,5399.331421,5399.331421,5399.331421,5399.331421,3372608.0,23980667.0
2011-01-24,5406.854037,5406.854037,5406.854037,5406.854037,3358014.0,23727893.0
2011-01-25,5427.201849,5427.201849,5427.201849,5427.201849,3377896.0,23207722.0
2011-01-26,5403.798155,5403.798155,5403.798155,5403.798155,3327340.0,23189558.0
2011-01-27,5321.029953000001,5321.029953000001,5321.029953000001,5321.029953000001,3266520.0,24276964.0
2011-01-28,5275.792140000001,5275.792140000001,5275.792140000001,5275.792140000001,3302720.0,24512622.0
2011-01-31,5249.448100000001,5249.448100000001,5249.448100000001,5249.448100000001,3260492.0,26193220.0
2011-02-01,5328.165773000001,5328.165773000001,5328.165773000001,5328.165773000001,3167548.0,27215198.0
2011-02-09,5334.084301000001,5334.084301000001,5334.084301000001,5334.084301000001,3162968.0,27279850.0
2011-02-10,5353.077191,5353.077191,5353.077191,5353.077191,3058796.0,29127560.0
2011-02-11,5348.077191,5348.077191,5348.077191,5348.077191,3028780.0,28944846.0
2011-02-14,5378.651487,5378.651487,5378.651487,5378.651487,3052976.0,28976702.0
2011-02-15,5369.350943,5369.350943,5369.350943,5369.350943,3069528.0,29029928.0
2011-02-16,5349.904351000001,5349.904351000001,5349.904351000001,5349.904351000001,3033258.0,28994714.0
2011-02-17,5372.586037000001,5372.586037000001,5372.586037000001,5372.586037000001,3042532.0,29621566.0
2011-02-18,5366.4965200000015,5366.4965200000015,5366.4965200000015,5366.4965200000015,3026854.0,29025664.0
2011-02-21,5315.210515000002,5315.210515000002,5315.210515000002,5315.210515000002,3102228.0,28448920.0
2011-02-22,5301.797225000002,5301.797225000002,5301.797225000002,5301.797225000002,3090896.0,27552740.0
2011-02-23,5256.559412000002,5256.559412000002,5256.559412000002,5256.559412000002,3127096.0,27788398.0
2011-02-24,5208.114252000003,5208.114252000003,5208.114252000003,5208.114252000003,3077374.0,28106604.0
